Phelps County,Nebraska,Phelps County Clerk,(308) 995-4469,ocd-division/country:us/state:ne/county:phelps
Pierce County,Nebraska,Pierce County Clerk,(402) 329-4225,ocd-division/country:us/state:ne/county:pierce
Platte County,Nebraska,Platte County Clerk,(402) 563-4908,ocd-division/country:us/state:ne/county:platte
Polk County,Nebraska,Polk County Clerk,(402) 747-5431,ocd-division/country:us/state:ne/county:polk
Red_willow County,Nebraska,Red_willow County Clerk,(308) 345-1552,ocd-division/country:us/state:ne/county:red_willow
Richardson County,Nebraska,Richardson County Clerk,(402) 245-2911,ocd-division/country:us/state:ne/county:richardson
Rock County,Nebraska,Rock County Clerk,(402) 684-3933,ocd-division/country:us/state:ne/county:rock
Saline County,Nebraska,Saline County Clerk,(402) 821-2374,ocd-division/country:us/state:ne/county:saline
Sarpy County,Nebraska,Sarpy County Clerk,(402) 593-2167,ocd-division/country:us/state:ne/county:sarpy
Saunders County,Nebraska,Saunders County Clerk,(402) 443-8101,ocd-division/country:us/state:ne/county:saunders
Scotts_bluff County,Nebraska,Scotts_bluff County Clerk,(308) 436-6600,ocd-division/country:us/state:ne/county:scotts_bluff
Seward County,Nebraska,Seward County Clerk,(402) 643-2883,ocd-division/country:us/state:ne/county:seward
Sheridan County,Nebraska,Sheridan County Clerk,(308) 327-5650,ocd-division/country:us/state:ne/county:sheridan
Sherman County,Nebraska,Sherman County Clerk,(308) 745-1513,ocd-division/country:us/state:ne/county:sherman
Sioux County,Nebraska,Sioux County Clerk,(308) 668-2443,ocd-division/country:us/state:ne/county:sioux
Stanton County,Nebraska,Stanton County Clerk,(402) 439-2222,ocd-division/country:us/state:ne/county:stanton
Thayer County,Nebraska,Thayer County Clerk,(402) 768-6126,ocd-division/country:us/state:ne/county:thayer
Thomas County,Nebraska,Thomas County Clerk,(308) 645-2261,ocd-division/country:us/state:ne/county:thomas
Thurston County,Nebraska,Thurston County Clerk,(402) 385-2343,ocd-division/country:us/state:ne/county:thurston
Valley County,Nebraska,Valley County Clerk,(308) 728-3700,ocd-division/country:us/state:ne/county:valley
Washington County,Nebraska,Washington County Clerk,(402) 426-6822,ocd-division/country:us/state:ne/county:washington
Wayne County,Nebraska,Wayne County Clerk,(402) 375-2288,ocd-division/country:us/state:ne/county:wayne
Webster County,Nebraska,Webster County Clerk,(402) 746-2716,ocd-division/country:us/state:ne/county:webster
Wheeler County,Nebraska,Wheeler County Clerk,(308) 654-3235,ocd-division/country:us/state:ne/county:wheeler
York County,Nebraska,York County Clerk,(402) 362-7759,ocd-division/country:us/state:ne/county:york
